------------ Tamaño: 24 -----------
Numero,Resultado,Tiempo,Memoria
29129840358330887348741,139351427251,0,06766557693481445,13762560
69276374206403049115279,268526302327,0,4779698848724365,13762560
47506589935128533531603,259655038031,0,9507112503051758,13762560
49923943957959742682639,195816117551,1,73429274559021,13762560
24400579537715961282359,159771282691,1,236839771270752,13762560
34873495377516981060419,241573703617,0,1980113983154297,13762560
24453607054883278714861,146171823509,0,9209408760070801,13762560
40059464512671937835351,179427880409,0,8782916069030762,13762560
24137948761394830489867,173061523003,0,9245443344116211,13762560
49601762699436803279461,201891390557,0,21695208549499512,13762560
54685861566006596943761,208246578037,1,3375663757324219,13762560
48672267129201192929687,224671265347,0,9340224266052246,13762560
47066527443295298956097,223550178799,0,7270960807800293,13762560
40796415334778818620403,227965588001,0,8936238288879395,13762560
67804228712905693646111,249060268519,0,3287625312805176,13762560
43671583423580389612837,238630033571,1,4095802307128906,13762560
37953919559473000011283,188817391181,0,12301421165466309,13762560
31400658332995861575179,211426421939,0,2685689926147461,13762560
36892216216618969323217,239843115593,0,4613170623779297,13762560
42845740665106363021529,157028941031,0,7912008762359619,13762560
44358498493897504390223,221006598157,0,44138407707214355,13762560
43116570955124252281219,230740059593,0,9336996078491211,13762560
45683769449791042349431,222056849827,0,8688914775848389,13762560
38686188793345238220487,165368247419,0,4214191436767578,13762560
42157279349464134347711,226455378101,0,958566427230835,13762560
47805991455632283260831,273982277497,0,31845736503601074,13762560
48293594641072095365777,274460742599,0,5316851139068604,13762560
48195739273652032526249,179523206777,0,7345764636993408,13762560
65402456697696857393087,242754489053,1,2079493999481201,13762560
62401617880974295577431,254872460939,0,8496544361114502,13762560
48122811707586340898443,178115862107,1,217844009399414,13762560
45997226498786558744779,234745925497,0,7811837196350098,13762560
31428418517959102575547,146781559469,0,86663818359375,13762560
31006113152880465610949,194836543801,0,6779160499572754,13762560
31121863913342834916787,169232587001,0,5454730987548828,13762560
46779350009231308436651,238377598007,0,8663330078125,13762560
23754979665345186348143,172461405167,0,6447892189025879,13762560
36800972991738493673693,156396854869,0,1974174976348877,13762560
40586432255166662707841,163494133111,0,7607157230377197,13762560
48127188797703273132839,242582377313,1,1902239322662354,13762560
36628385314396967770013,228741716303,0,32410597801208496,13762560
31194733956410078269877,214130937967,0,7853391170501709,13762560
21681420821796152771437,155129250641,1,1529152393341064,13762560
36777986008020163734967,147590876801,0,8925728797912598,13762560
29661741144879540152087,189578254609,0,6548693180084229,13762560
58303171483524408727031,227109871739,0,5100958347320557,13762560
45355857340560466128167,168461630459,0,6542463302612305,13762560
59614802878091236449829,233637116723,0,20307397842407227,13762560
58684412704786997009879,214820403571,1,4106545448303223,13762560
55377250656265688008093,237319940567,0,0633845329284668,13762560
28789530948923580097001,185397998839,0,4887969493865967,13762560
50910904878518996285089,209046782671,0,30301403999328613,13762560
37668961769031060167803,148097740403,0,6849892139434814,13762560
31655152975222292174609,158149933379,0,8005273342132568,13762560
41913019677848974845847,198073431221,0,8409848213195801,13762560
27485890184670013931011,141934774547,0,9192113876342773,13762560
37148794974882675695629,143490116359,0,42376136779785156,13762560
49671245213804509738279,222909266981,0,2439289093017578,13762560
57602239114890398312863,273437920271,0,7529287338256836,13762560
30365313028965722596813,197246411723,0,3445100784301758,13762560
32855603127262096829339,230253142367,0,8599512577056885,13762560
45169287029125829526031,226780659163,1,1812028884887695,13762560
37679535949805038329097,268252500751,0,9954140186309814,13762560
51015241104438769806581,205375300639,0,3210747241973877,13762560
40700983760331451725691,179900448353,0,4506552219390869,13762560
36525459722121899285543,169358174123,0,6374027729034424,13762560
41832887980604534629499,177097698433,1,0892608165740967,13762560
38844867919806943656677,219246349163,0,703010082244873,13762560
29403031497942457333579,142736104733,0,49942827224731445,13762560
30734153589412199971969,216002400833,1,2522869110107422,13762560
47698142307982494385807,239661307913,0,5150871276855469,13762560
45704338775875705805833,205762473541,1,3836822509765625,13762560
52189413442883843780611,192055862179,0,8596911430358887,13762560
38032892679345640596859,248981261839,0,42052555084228516,13762560
Media del tiempo: 0,7165829801559448
Media de la memoria: 13,125
------------ Tamaño: 80 -----------
Numero,Resultado,Tiempo,Memoria
953742732882871741900373,991952542261,0,8588392734527588,13762560
868228079747765625005851,841746450131,0,16155004501342773,13762560
449237009906841007898773,572577710489,0,4063098430633545,13762560
570577499207619077339171,1005198036701,1,5262939929962158,13762560
431469721387559316543307,664512620021,1,1604931354522705,13762560
935415318403744685644387,972833873261,1,4750289916992188,13762560
715083435932212943845619,681703123531,0,31034231185913086,13762560
448719868529965912135363,648385079429,1,6280114650726318,13762560
843743677639821859251971,844051695287,0,5208706855773926,13762560
738331947487783888683277,870926847473,1,9720914363861084,13762560
613535763106121678753701,858476819203,1,6445682048797607,13762560
542949294326151559692821,944746121687,1,1760129928588867,13762560
669680498784656782852699,710816798333,2,3298230171203613,13762560
471963298179086085832981,852307145533,3,346330165863037,13762560
758244475276007008553071,927337421459,3,2446115016937256,13762560
357467958184703543152091,575836082819,1,0106558799743652,13762560
696484029487660401037313,1090825403567,0,1651606559753418,13762560
624038628173796622891879,663938510093,0,9609365463256836,13762560
444687156663159349305343,736650128407,1,143141746520996,13762560
786722565175894708795073,720325939079,1,231637954711914,13762560
1123951997386589802904211,1092638352991,1,194793701171875,13762560
706622560227177613955261,836051722117,0,5875332355499268,13762560
555362011911430857294611,651886736113,0,9437737464904785,13762560
801242231737337443122607,794841912257,2,3068926334381104,13762560
702280667205466736466251,792797258741,2,010021448135376,13762560
531646798460439570800413,650227361143,0,7799489498138428,13762560
499607498859260066906089,606190802071,0,5193674564361572,13762560
630001324557633919594777,665429020099,0,7226052284240723,13762560
914876362764044909739397,897229490299,1,7952415943145752,13762560
863231209458056151798023,817831314067,2,6590678691864014,13762560
534068783685054689438231,955006089421,1,876969575881958,13762560
819182055817989842773019,769500043847,0,7180371284484863,13762560
520414669549243700972177,848042206549,1,6114959716796875,13762560
492004347142535156314727,564347829181,1,8555810451507568,13762560
637886490233778415235939,704562572897,0,9076237678527832,13762560
523188518740984217364773,923515902203,1,8914220333099365,13762560
625425340666975679521627,699316948999,2,0035219192504883,13762560
688568835334345880976301,957559053029,0,6699337959289551,13762560
642963918404110263733207,1099094011781,1,3162989616394043,13762560
681676776303038639286437,949546160909,1,0382483005523682,13762560
518921631037115386700747,586489042729,0,9037740230560303,13762560
484888574499943873716563,728105939507,2,1957640647888184,13762560
869085346869571844697917,1061858908883,2,6944823265075684,13762560
1141136683970832751168531,1066114344797,0,8293495178222656,13762560
703356589628660083870543,875212472657,1,1411654949188232,13762560
674276058744832448950679,954830202323,1,3173713684082031,13762560
628942553514374055930803,805974960239,2,870260715484619,13762560
722124961053935266985999,698712184997,0,9050252437591553,13762560
517069159174466977726199,807132269689,0,6043760776519775,13762560
630592446546443148658061,852409760857,1,9094595909118652,13762560
615990618310068590003279,692461070141,1,6307826042175293,13762560
1045580097439763908861313,985867876027,2,2076146602630615,13762560
1013473091201958520820143,1002535932523,0,9271247386932373,13762560
866490273469274794914289,835579418327,0,4509122371673584,13762560
852367853067489705764833,897180262351,2,324056386947632,13762560
678176426617156452190421,743872972613,1,7059731483459473,13762560
783047869519081937378273,889696501121,1,9296741485595703,13762560
572684479736685928615181,570468259343,1,3284342288970947,13762560
1064321409467745424126661,1071419430671,1,4405622482299805,13762560
911180156882370072615877,938742803279,0,9297811985015869,13762560
527499572501024909196949,578887857367,0,9070544242858887,13762560
466943754963211001010433,729299599111,2,591928005218506,13762560
783634795271156717562319,946799452453,1,0492901802062988,13762560
590934007813697419613213,941124651811,1,7911827564239502,13762560
803574820104674139766333,781379466677,0,6975617408752441,13762560
859977062357757811858357,793598960867,1,482377290725708,13762560
531508642903763310004643,625947509951,0,301649808883667,13762560
598333801777933945783373,975145929353,0,38249754905700684,13762560
694368441945141515178647,684846926579,1,7492024898529053,13762560
889037950371268670691331,988979622031,0,33173584938049316,13762560
554679883188976723696547,795668488757,0,47825050354003906,13762560
546700602119256281154347,615642203909,0,26288676261901855,13762560
502501413683128471513793,698099847331,1,2789676189422607,13762560
484417060848440413697699,738562918997,2,190180778503418,13762560
823837600846315498212181,821451527269,2,2766077518463135,13762560
585595645197330836169977,552782586049,0,6991853713989258,13762560
575291051698997261270309,755699460091,1,4458987712860107,13762560
426279931215700911998123,664566749947,0,5816769599914551,13762560
1002430853857484964731743,1071787789109,2,0162012577056885,13762560
508289824575473939942323,727907673253,2,169241189956665,13762560
523109374863420394121357,615932772743,0,9822516441345215,13762560
493559969622965739611393,775629437543,1,858816146850586,13762560
840725131512171972410863,885504346343,1,9108600616455078,13762560
384371753778351366634339,619699480291,1,044605016708374,13762560
499974773540717479209641,554514104239,1,5510227680206299,13762560
504964153064262069901421,655416703351,1,809338092803955,13762560
927534133781171548832939,998978529541,0,5981204509735107,13762560
617574087400849489426543,761552063891,0,27240943908691406,13762560
408784836434166467655857,743078330411,1,4326672554016113,13762560
524702753321068819780861,735925635821,1,67287278175354,13762560
771335370939122594289803,845562484607,0,6088998317718506,13762560
557542967011212695853731,831055547111,0,9814066886901855,13762560
855999126237597217167283,865240703617,2,647198438644409,13762560
541667766188235420930893,577048178921,1,1024868488311768,13762560
633033541182282281809409,1022150645281,1,242628812789917,13762560
630676266998101078585063,669976313437,1,5641348361968994,13762560
712131004786757773785413,652859176721,1,3835794925689697,13762560
792760834162590110360167,806613002491,0,9206464290618896,13762560
556516524097049729516077,710866260761,0,6251189708709717,13762560
871511832682301721449849,919814277637,1,9942495822906494,13762560
Media del tiempo: 1,3481392288208007
Media de la memoria: 13,125
------------ Tamaño: 92 -----------
Numero,Resultado,Tiempo,Memoria
2321424434424060326662266389,38066323661033,6,626886606216431,13762560
4181865919194755410286973581,68218985655169,9,384157657623291,13762560
2249923437942038328763886897,40633248293653,1,2311820983886719,13762560
2163885160477243812950017679,45136769159743,3,2749719619750977,13762560
3381776929174793939156705717,66641724244831,8,264600038528442,13762560
2869702273776127555895591149,60452934502589,3,7895991802215576,13762560
2655056746543506785293109279,47899913975629,20,02029252052307,13762560
3840298207762065746290993979,64078350560941,11,81142783164978,13762560
2063299443427703295797411147,35970854857633,10,919303178787231,13762560
3666959213179304046147886213,54449515329971,14,974008083343506,13762560
2639180468281521940533016247,39377002246441,9,460989475250244,13762560
2218332621619564654205769259,46711080935447,5,880201101303101,13762560
2343370010053586340336831143,46050706758377,14,071139574050903,13762560
2803238388180066813830559547,59793752055839,3,7640914916992188,13762560
2411624334587846183150606587,66877678949801,10,171720266342163,13762560
1483213965277873051646096957,36918399286079,14,435328960418701,13762560
3622201542001079060832833729,61018084907821,4,0767858028411865,13762560
2112389532387541399676695199,56424424535939,22,601181745529175,13762560
2490997561639873754260118633,61168591852919,3,0231192111968994,13762560
2925602140546175531307191959,42181616708093,8,881004095077515,13762560
2975024163362513465232717161,58262063844319,7,880562782287598,13762560
3806755980295414133450466811,56353114980581,8,049717426300049,13762560
3525578566607660919004404323,67410678410557,27,036219835281372,13762560
2565539057193959755341604687,64811134671137,2,525568962097168,13762560
2915373567765664606817848187,64148216408951,11,516236066818237,13762560
2638757237336875511770446959,63176069954453,11,682384252548218,13762560
1761791897038355766490847063,36264986869003,7,879940509796143,13762560
2446618324650594771867001027,51288255363913,23,67998433113098,13762560
1877040065450696974460196937,41523993061693,4,367815732955933,13762560
2550805014560423826165402581,65170336568873,7,535272121429443,13762560
3502939484235888482192202277,67177939730789,17,17931628227234,13762560
4569059316062969954490513133,65593166848553,31,33467698097229,13762560
2417317595477007512016618103,63431850903599,13,919296741485596,13762560
3510149574085564692200868283,53344287292063,21,024986505508423,13762560
2526753608048559675243857107,70030376550581,19,65308952331543,13762560
3093412051963967972299893437,56971990168007,12,1300048828125,13762560
4195042484905149842253142759,59722435289659,28,897775173187256,13762560
2565275269837595354026588207,68300207476097,8,938277006149292,13762560
2177657306210859047645852681,53922956545841,10,603055715560913,13762560
3444633192208324509535638329,69291265818211,37,31729435920715,13762560
1833448398170432281689377573,39663259305743,15,296673059463501,13762560
1959391597658609423251912337,41351939042539,9,91909646987915,13762560
3014669856154370468873922797,45592177437013,17,491031169891357,13762560
1747680040199948099948883421,36727079611967,14,089325428009033,13762560
1734066655676514697478357159,48836171504327,4,962197542190552,13762560
1593116790261964071579517291,35865236714057,3,910947799682617,13762560
2246598251274269213764441511,36228086157059,18,694559574127197,13762560
2950860956249093075021526103,56745773518619,7,760645151138306,13762560
2354175405819291601759479649,49258572203803,6,792836904525757,13762560
2850470246344800973391965393,54049833534311,14,34841537475586,13762560
3295634123472979948205795377,48997074717607,9,813468217849731,13762560
2033825023746649863622083889,50098963787221,13,233986616134644,13762560
3104458576125471599111743717,61103435688101,7,8037919998168945,13762560
2237350897392766782227219371,59751196488281,7,15479040145874,13762560
3711434801890909460189854819,68823701333771,8,758713006973267,13762560
2380828938529408515244536883,55892328416699,6,456820726394653,13762560
2868170931903276122006082587,54658235573147,0,9607470035552979,13762560
2693638953363598077195874969,56308341339329,12,884538412094116,13762560
3375365261748829306023175657,57182160294851,15,910679817199707,13762560
2074103899696527257882781167,43251924406679,21,256375074386597,13762560
3386653110121304361344772043,55866623097097,6,850891828536987,13762560
2317685571542359364239344779,42160563311759,15,292658567428589,13762560
2518742491674193253503853597,53306789058427,14,761963605880737,13762560
2287803859185350871666270611,62059436294809,29,6381573677063,13762560
3218368861242136327162618579,58502498556571,14,655168294906616,13762560
1473116178412974823811522479,37550568217277,13,728626012802124,13762560
2686992230581405873383582277,53273654468641,7,9035727977752686,13762560
3056425781353883847111406813,55339140211391,10,120835065841675,13762560
1704284942878326039436768553,47440358097949,8,327159643173218,13762560
2146781700018141608646326423,35662194476159,10,273001194000244,13762560
2435685539970333639466106297,39564221525293,15,960456132888794,13762560
3912691474821420313941894329,57821837876857,13,318347454071045,13762560
3007208801632096269532943527,43064216142473,21,08607053756714,13762560
2184810255902638027497924011,35875003303231,16,90065312385559,13762560
2630640957516586580898145643,41641726453571,14,76906418800354,13762560
2649427920889268085192895153,60647473361407,13,85681700706482,13762560
2418782162548851615536087357,47617216068287,29,05880355834961,13762560
2975716082865522749584245961,55635916295783,8,966933965682983,13762560
1547192244858568694579257201,38868117043601,4,503861427307129,13762560
3475556387664165545443542263,59133181834997,19,666285037994385,13762560
2948386835488353663448664603,46551855047909,24,67419123649597,13762560
4009388507275267478792516923,59784339203779,14,77173113822937,13762560
3786349452796140379034197027,54330564875957,19,766117095947266,13762560
4132325094355652071536080573,69626190956303,4,561787128448486,13762560
3063139639648704920968682831,49523558326813,17,078349828720093,13762560
2782065751816800412215352909,54200258860159,9,422204494476318,13762560
4180313394853160933486436823,65802866202247,8,503609895706177,13762560
1919567554874560522531998049,35586126631261,6,689712285995483,13762560
2521969230524554299281597729,58375472522473,23,73112154006958,13762560
2251900072391889008258731139,38608164688351,5,894471168518066,13762560
2257988117103712440662591879,36815087615557,14,953417778015137,13762560
3328131464567908846199688893,68094817188049,11,476409196853638,13762560
1791059861855410069702499491,42723210610583,12,983764410018921,13762560
260429761880734244810072613,3,0,00011730194091796875,13762560
Media del tiempo: 12,568717416296614
Media de la memoria: 13,125
------------ Tamaño: 104 -----------
Numero,Resultado,Tiempo,Memoria
14074609056313831779481000927079,3525645630399899,60,8905143737793,13762560
11471915868936209235059395076537,3507005627319371,94,67453145980835,13762560
14057835899113297982971521581143,4058881514286169,105,09121751785278,13762560
12061768089377828832008476369933,2703734833941653,88,90867328643799,13762560
8753864560360057791998105505581,2252054575373891,66,42860722541809,13762560
15764951563878005537288112536539,3525624564200891,160,01851224899292,13762560
10986680251690885991205047072629,3076186134578783,119,34014630317688,13762560
15565569655077159976045073575453,4109911652147087,92,99100971221924,13762560
11222300573224541063482289602471,3230881540678621,69,19312882423401,13762560
17123231444460504493235725915549,3863478650967241,107,70488023757935,13762560
17815548879610099560767317092599,4017033138254027,199,17942357063293,13762560
16910928002276302851788810975669,3968147622951653,28,40577006340027,13762560
8768248265075932201832864084633,3884766692991097,97,68973851203918,13762560
11643454842245064065534511051773,4003295746487903,76,06485319137573,13762560
9044789472271110104185656248419,3351670974438901,163,01723766326904,13762560
16435316564630830064351350005181,3861454670392013,60,66102600097656,13762560
8170607982860483875973891406061,2827577914154843,153,17160987854004,13762560
11731509490751084917818435030023,3782143610289929,47,646034240722656,13762560
9138547555198661802886255977487,3606868682516479,118,03950929641724,13762560
7976638846929773205623110341257,3054338515185193,175,47822880744934,13762560
6725314088521091802012995093209,2421861588862879,85,75370001792908,13762560
12185574494024946462859342418057,3925642517340857,89,23239064216614,13762560
11590471657992221185454682137479,3014925202872643,38,318727254867554,13762560
10496291650826509812359394581891,3467945883331499,60,57602310180664,13762560
8141738921174277558280742159707,2434491581368841,80,9234185218811,13762560
8380319074213056555155380630277,2620289283793901,91,36289739608765,13762560
15469027464381014260316923785149,3671672748073691,119,18843412399292,13762560
17655623457435832862724104254457,4206964045978957,20,073612928390503,13762560
11996908868878830460231601233787,4227751539082021,44,831690073013306,13762560
8944404134355132574601375732549,3515821698952151,123,80941414833069,13762560
7158165099797012611196723879143,2317801757557333,111,41524767875671,13762560
10299311757555463506707208890251,3445580263579247,84,4699490070343,13762560
13983176977148877630042925505993,4338114548301899,157,64220094680786,13762560
10890160108621911147913925969123,4140238939572223,78,17695498466492,13762560
11127534440469821204376923736439,3323906454043589,160,32468819618225,13762560
18431579094665139721199387284189,4359273426236791,56,503605365753174,13762560
6768404901498363527825258107471,2451038887778827,88,44890546798706,13762560
12529014634713130088456958835339,4298137620930341,156,96099615097046,13762560
9840239892430131917183029832041,2705931491542841,100,73073387145996,13762560
11913690219475780774398071396413,3509842755924499,30,49043560028076,13762560
15234963952445900729987457853471,3450524367663239,164,54166865348816,13762560
11930671080937992121641456677839,4482873893690399,62,72165775299072,13762560
10413902156734561643421815170477,3250449235631261,116,37416434288025,13762560
11152156791145097041345241475751,2808393120494141,87,22391271591187,13762560
7498665057405241860847895404169,2479306977590699,66,69352054595947,13762560
12740764357285413774349109687293,3054510319440583,142,66296553611755,13762560
8674867022725163851121653477111,2483156577350399,123,77361154556274,13762560
14191154764283480506859217537209,3583990918951741,26,986887454986572,13762560
11168487324374587349606990526779,3522296942562539,80,7410397529602,13762560
8236561900545594885940725725777,2644150988040097,84,53843355178833,13762560
9251936884789831963348281551639,3290937234585919,139,83514595031738,13762560
13746208681293837612568083976183,3929962331645699,246,84486174583435,13762560
16617267758231161557031567127087,4379543595514057,193,40125584602356,13762560
19636877205351458825152235577259,4384309854277789,124,19961404800415,13762560
19697296622335649554127171551157,4464258682721557,211,7131040096283,13762560
9399154856361226525192316012431,2518461670806827,86,88408350944519,13762560
10778637724075285832823020574937,2985229435030543,59,505677938461304,13762560
9170729463921095889778762296727,3004671669855649,85,29163098335266,13762560
10764653578218512320832975412881,2817401998812719,63,428908586502075,13762560
10160611061630596738128226026973,2683594256895593,27,39513897895813,13762560
13375722224456555046602399605117,3033277035020339,56,74303650856018,13762560
7041952678521295679211748985167,2328984762028229,117,66225790977478,13762560
19352557972644103618911516172133,4487751119641927,114,5498275756836,13762560
15685572580262067934751166544637,3854321472865229,84,10641837120056,13762560
5737485408829244392672127694863,2318714251827053,78,26719641685486,13762560
11499685162375755179529640562863,4417103954582771,110,03796434402466,13762560
17414512723641552490867630965619,4237148660816627,192,10716581344604,13762560
16799828751215474471960858722697,3826483519675567,115,8641037940979,13762560
10717301232101213593959803382707,4012535133937409,206,2282590866089,13762560
13542035593019478186315665975261,4468394386707451,33,8105685710907,13762560
13134298101552696338217112895887,3873723111396179,81,16260981559753,13762560
14856418658209848458481994429589,3884723309902307,117,80373287200928,13762560
14876135014206789196669402141699,4492724692619017,167,97836422920227,13762560
18188936812174778190159902188531,4248877730576057,200,26395058631897,13762560
10148157712564639954397950514509,2276021350223371,137,75304055213928,13762560
9237333401812716206515810158569,2493515594205821,67,5634298324585,13762560
14200650227111144023568287931717,3900732568993501,251,42536187171936,13762560
13130132696059836230798436845501,3994642188782291,90,00154829025269,13762560
14545209271657355843378887973893,3545811032203133,109,03088092803955,13762560
14806627394401395634535766648731,4164071138605211,88,03297567367554,13762560
6897148861359286947936376956919,2635410895674019,142,96775579452515,13762560
8738739463968164746661774764811,2670063768098491,70,48947930335999,13762560
10836716522382707083127680002173,2982851105990029,50,3105947971344,13762560
10175569423586761359962470545437,2943657447524153,189,0678427219391,13762560
8035042783444348431664706436641,2496334838495651,65,05505275726318,13762560
14064025545483829233784698641719,4159689487694201,59,26166772842407,13762560
15228862067446224284120671253977,3924253639858427,68,41139554977417,13762560
10730004969908084827423883654869,4251138515041129,38,75328350067139,13762560
10053146843984505910141498107077,2817713272146341,147,84317350387573,13762560
15228771133598043453234007497119,3508374998032451,180,7288477420807,13762560
6542826241736421221337053002777,2440286041159871,72,37357950210571,13762560
10790833674634400456402011375517,2401455315507767,26,130009174346924,13762560
7980558730504568920833692461721,2638637086870711,88,0294554233551,13762560
13785868600275446669451329407891,3068047926557437,62,66486740112305,13762560
10655629610842377378055107804001,3052038050212883,105,89819002151489,13762560
15013969614017288519325940226639,4333399562655283,61,08614110946655,13762560
10875381326184286861992524502841,2630814995851709,45,511494159698486,13762560
11608363902652463382308686032623,4265693414222873,51,65434217453003,13762560
12598411718622017220239906565331,4093300114832167,116,30967140197754,13762560
18613613727255820584716646819619,4173917341059793,127,15185594558716,13762560
Media del tiempo: 102,48677354097366
Media de la memoria: 13,125
