------------ Tamaño: 24 -----------
Numero,Resultado,Tiempo,Memoria
2300510324285731,37468307,0,005993843078613281,13762560
2294220235402873,36231521,0,009058952331542969,13762560
3340753029681017,55042171,0,0029931068420410156,13762560
1951908946527677,42487787,0,006293535232543945,13762560
1793110368530251,44048639,0,009310007095336914,13762560
1470132522384419,39598421,0,012806892395019531,13762560
Media del tiempo: 0,011339871883392335
Media de la memoria: 13,125
------------ Tamaño: 56 -----------
Numero,Resultado,Tiempo,Memoria
27800480659139011,141850627,0,01977396011352539,13762560
43179802452352439,172936873,0,007108449935913086,13762560
36653324635153409,146792213,0,029343605041503906,13762560
45684628660276163,176058163,0,01337122917175293,13762560
43773841891998733,180139591,0,011397838592529297,13762560
31227125451720547,139885267,0,02576923370361328,13762560
30386060954617559,181076971,0,0160372257232666,13762560
43095043753937491,212724761,0,013695955276489258,13762560
30926636850189713,229498223,0,027856826782226562,13762560
28575502267196663,147146221,0,01318502426147461,13762560
36246044974274827,159752837,0,017436504364013672,13762560
43711826123013509,183931337,0,0071680545806884766,13762560
30444725885146367,192037129,0,0181732177734375,13762560
27680747941333217,150710783,0,008814811706542969,13762560
21751093761951311,157578137,0,018488168716430664,13762560
45118521269597647,242248729,0,007496356964111328,13762560
35983085381632507,156734537,0,014981985092163086,13762560
47017104721379531,263069501,0,007700443267822266,13762560
36582638112342629,200830559,0,02137613296508789,13762560
41314572901200397,163680107,0,028516530990600586,13762560
23235447165376603,147469789,0,01394510269165039,13762560
23035417676331659,156391013,0,030478715896606445,13762560
40327587289527143,166902389,0,012793779373168945,13762560
33803185898117183,158090797,0,02229595184326172,13762560
57605609753863547,237227399,0,018502473831176758,13762560
35240656336549633,202063531,0,007979393005371094,13762560
46736318891158081,252909301,0,01905536651611328,13762560
56659973278936241,242920981,0,015244007110595703,13762560
22577802060664259,143837779,0,011099100112915039,13762560
31883864747779703,209783891,0,030963659286499023,13762560
27780066222343271,138783031,0,04668617248535156,13762560
34640814207743599,139911157,0,0271604061126709,13762560
21366145031790121,135403669,0,016324996948242188,13762560
22817808717671831,146003423,0,012860536575317383,13762560
35961445426368967,194299283,0,03175234794616699,13762560
34118368750932959,150446297,0,03737497329711914,13762560
29687754279159797,179736719,0,03747844696044922,13762560
31004486100264029,156853111,0,014112472534179688,13762560
51940264387821911,268236169,0,019217967987060547,13762560
36301001881222667,136434803,0,030755281448364258,13762560
19102636982739451,140167481,0,00461268424987793,13762560
21785134914181729,138284227,0,013984918594360352,13762560
26847829938625723,189096283,0,0034317970275878906,13762560
36304946515289383,186708787,0,01031804084777832,13762560
36494307625330609,240068137,0,008931398391723633,13762560
53249218304075279,215070503,0,027006864547729492,13762560
69951988507409227,261347659,0,025648117065429688,13762560
34290726290843537,227760517,0,02082085609436035,13762560
30187042042969793,220288151,0,026864051818847656,13762560
70885673981324539,265594411,0,0075299739837646484,13762560
27589210980482611,190549831,0,003493070602416992,13762560
21768227498028163,142305173,0,017367124557495117,13762560
42982076517577333,226814141,0,01877284049987793,13762560
33444884726224211,211812103,0,00817418098449707,13762560
39034757387486873,164570587,0,025077104568481445,13762560
32835992927112649,212594693,0,019036054611206055,13762560
31171738917804011,146587513,0,013499736785888672,13762560
58112506915484059,251673089,0,010652542114257812,13762560
46474782533978189,182074493,0,011261224746704102,13762560
21228094099846537,152756707,0,02328777313232422,13762560
23138991196214293,139575323,0,017329692840576172,13762560
59032605866121343,249767627,0,022086620330810547,13762560
61723329229865351,255702121,0,01670551300048828,13762560
25853491628492909,134426207,0,01555490493774414,13762560
36916322539485173,162275261,0,0006763935089111328,13762560
37263645667592957,210903227,0,02546381950378418,13762560
44429574810940699,249793667,0,020833969116210938,13762560
37143873311455871,168195901,0,03841209411621094,13762560
45315934023033043,251726323,0,019443988800048828,13762560
33558647667148577,166143119,0,005513906478881836,13762560
57096728841378299,258127789,0,021013498306274414,13762560
37484506009717757,234118697,0,0036687850952148438,13762560
43017723815185981,249626591,0,021638154983520508,13762560
25510075545487903,137680957,0,026572465896606445,13762560
60449918519000107,263747131,0,026570558547973633,13762560
34365719252283241,154199651,0,034471988677978516,13762560
51483011710771321,218081473,0,024794340133666992,13762560
36688335876786389,186634447,0,014699935913085938,13762560
49839114408576989,244952087,0,009957313537597656,13762560
42922189473016561,190460657,0,018581390380859375,13762560
54386151692671627,249435451,0,01777052879333496,13762560
67473072459854363,260270081,0,021152734756469727,13762560
68369583993789037,261865573,0,02059173583984375,13762560
33262812540135961,136621073,0,02652716636657715,13762560
40134545302665937,182792777,0,020184040069580078,13762560
47479121508772979,234843803,0,015608787536621094,13762560
38146424384890229,184828243,0,006836891174316406,13762560
31876637504666791,138114397,0,0014696121215820312,13762560
29203580332521773,156659423,0,012906312942504883,13762560
37392316760736239,236180453,0,029174327850341797,13762560
26719380029264141,189077323,0,017841577529907227,13762560
30852037226103593,158408609,0,015935182571411133,13762560
43365734588211263,190313741,0,02640557289123535,13762560
61887061035461731,267852029,0,03757834434509277,13762560
40120484539326467,172118357,0,029943227767944336,13762560
32049766966529209,164775209,0,014496326446533203,13762560
44183368782738121,209633317,0,0429840087890625,13762560
33043504608423263,144677747,0,01677417755126953,13762560
44877534146335097,232442957,0,016971826553344727,13762560
32066338504371401,153266437,0,016431331634521484,13762560
Media del tiempo: 0,018751161098480226
Media de la memoria: 13,125
------------ Tamaño: 60 -----------
Numero,Resultado,Tiempo,Memoria
565790136690614993,650115187,0,04628753662109375,13762560
629434938257795099,876787979,0,037175655364990234,13762560
804178984521197963,804435449,0,0067958831787109375,13762560
917228397752876663,983065313,0,013466596603393555,13762560
584596346239006709,562160861,0,03777456283569336,13762560
800984305017994399,756858563,0,027796268463134766,13762560
923259893098196501,1050648793,0,015650033950805664,13762560
352177695962025509,636360383,0,0618898868560791,13762560
631054106870665447,914096299,0,02714395523071289,13762560
500478574656370243,593197361,0,038324594497680664,13762560
596697535062110159,929437777,0,04799175262451172,13762560
856526587122548051,848373167,0,01605534553527832,13762560
420333619061283329,618274351,0,030550718307495117,13762560
797174577059950667,914459453,0,0299527645111084,13762560
951702122920725907,1045116623,0,058211326599121094,13762560
663250263644352479,732930823,0,015328407287597656,13762560
751803566995067161,837242743,0,02140021324157715,13762560
777840220366538801,996771899,0,12253141403198242,13762560
1028616237886528699,1073672123,0,0514836311340332,13762560
621175599303866653,1014483749,0,024631023406982422,13762560
534732960538168109,739853291,0,03477025032043457,13762560
563420724340315573,569622059,0,04364609718322754,13762560
417372483936848623,586175939,0,04038643836975098,13762560
887741801280258443,866198863,0,04000282287597656,13762560
394308685708317649,580728719,0,0417630672454834,13762560
737019357284045681,700120283,0,04560399055480957,13762560
467382832274164549,846223853,0,02092289924621582,13762560
658937285772955571,926956903,0,04023861885070801,13762560
449958255924233477,774691321,0,03792929649353027,13762560
784431066317273657,951322147,0,035434722900390625,13762560
480219354355218323,787263109,0,03482365608215332,13762560
670929568683210527,757529041,0,0370326042175293,13762560
609158823785534159,677821889,0,03135371208190918,13762560
778578819935792273,836654261,0,04752635955810547,13762560
791197422231919211,751937507,0,017781972885131836,13762560
550117139134713961,775902833,0,0528712272644043,13762560
511458500421047471,821895587,0,042206764221191406,13762560
787686829411733663,936911879,0,01639080047607422,13762560
430034941012264603,540089353,0,018012046813964844,13762560
855824123513699981,957285163,0,05842924118041992,13762560
922476869705941747,867950201,0,022277116775512695,13762560
429125483061041867,594274907,0,03379464149475098,13762560
701598286641670771,786596929,0,008164644241333008,13762560
662504585117962579,686799013,0,034723520278930664,13762560
853454801455463401,948743963,0,025990724563598633,13762560
892976308526554103,837531143,0,02387523651123047,13762560
803363908992899669,831583553,0,04397749900817871,13762560
964615226546545181,1013004359,0,03762054443359375,13762560
593860081649189137,941471411,0,01876091957092285,13762560
563427966886959077,582840127,0,07567667961120605,13762560
902797098910133653,933232837,0,04593634605407715,13762560
816944351870658317,868954633,0,01936197280883789,13762560
508139582950039331,814040653,0,04377174377441406,13762560
464179350437634817,667863271,0,004240751266479492,13762560
881280539832179677,845763733,0,02866673469543457,13762560
596660085022029607,763588153,0,03317451477050781,13762560
387610896193469609,674548949,0,04715371131896973,13762560
734735606919274199,738487241,0,037902116775512695,13762560
516412962300709337,696720067,0,04423832893371582,13762560
666137420980466807,967886077,0,0594477653503418,13762560
496670124975623591,778979171,0,02838897705078125,13762560
401554778081000561,584670521,0,017649173736572266,13762560
745481503191201653,773887241,0,02682209014892578,13762560
670336066276735169,874302431,0,0738065242767334,13762560
507979135758409571,545942707,0,04285621643066406,13762560
628990841834186303,658668847,0,061913251876831055,13762560
925659425758977197,1065429839,0,029209136962890625,13762560
729172066282009997,930296777,0,01807713508605957,13762560
803016613002773801,1070776117,0,04122114181518555,13762560
545947581948545167,825219839,0,044954776763916016,13762560
929251003971979867,976488091,0,0398554801940918,13762560
392773172459246431,568739551,0,03446626663208008,13762560
698868052676635459,996215749,0,03229522705078125,13762560
658009011130526723,617518469,0,024083375930786133,13762560
353886043888690949,560140037,0,025119543075561523,13762560
852798315629094911,992995667,0,04265284538269043,13762560
645251325251120249,611068751,0,06549954414367676,13762560
620089239725647499,739534657,0,01967167854309082,13762560
515214664431364969,843903163,0,08024787902832031,13762560
535085036556430027,738812453,0,031023502349853516,13762560
514991448482258707,700641911,0,023292064666748047,13762560
715772538885845587,1032280961,0,07428121566772461,13762560
612726167274462221,949848301,0,034758567810058594,13762560
847329312415642549,826616617,0,05663442611694336,13762560
372552568151634809,665056897,0,03695106506347656,13762560
651669708008305423,728001541,0,06618690490722656,13762560
1049154209710998497,1025611199,0,04960322380065918,13762560
751962824440672549,724123909,0,026651382446289062,13762560
946555274041218343,1005337903,0,014356136322021484,13762560
379954639145525299,640766303,0,028044939041137695,13762560
663486019775993957,821855369,0,010158300399780273,13762560
408212817390692449,577353649,0,002800464630126953,13762560
457789690992033083,848318189,0,024881362915039062,13762560
736987117273172893,1025713121,0,03746771812438965,13762560
567207219087251279,629196653,0,054464101791381836,13762560
453038049497668241,644642333,0,07046246528625488,13762560
875958274998655313,925309321,0,028866291046142578,13762560
378704644177776421,613890911,0,029344797134399414,13762560
653378450871913061,975540287,0,03662848472595215,13762560
788639710671151847,898345079,0,0353851318359375,13762560
Media del tiempo: 0,03677356481552124
Media de la memoria: 13,125
------------ Tamaño: 64 -----------
Numero,Resultado,Tiempo,Memoria
8917990476155909537,3584121097,0,11340880393981934,13762560
8077228609981742891,2319206437,0,08739471435546875,13762560
9291598409443757951,2438097437,0,1449885368347168,13762560
13516874641487753819,3904212703,0,08025813102722168,13762560
9743768839364734877,3561647909,0,04745984077453613,13762560
5593552967658278929,2246970841,0,045618295669555664,13762560
11354535880112036987,3780286579,0,10393595695495605,13762560
14935535122731299257,4174694299,0,03293204307556152,13762560
8541432815629684259,2625858091,0,05663728713989258,13762560
11963948370556803473,3491993671,0,07309079170227051,13762560
8088690056760741719,3561992887,0,039662837982177734,13762560
8473896909637802983,2194127879,0,04687190055847168,13762560
8593271021560549447,2423693203,0,15905261039733887,13762560
11909267356131586333,3235848673,0,021921634674072266,13762560
4970394795787042861,2223578587,0,10976028442382812,13762560
7816965419886662159,2991200497,0,04494905471801758,13762560
12337159085261844151,3111986081,0,06627392768859863,13762560
8533640311232532437,2387238533,0,13522815704345703,13762560
12161000599167512929,3592432693,0,05081582069396973,13762560
5538802246006794307,2324654201,0,14169073104858398,13762560
8586654189228865847,2303122037,0,06360721588134766,13762560
11464797351928769971,2785169113,0,11325740814208984,13762560
9540195406871554223,2260303711,0,16065645217895508,13762560
6880392234977801503,2646261131,0,1461184024810791,13762560
5314597261715179421,2357179529,0,006456613540649414,13762560
6646457545108609549,2154719701,0,06359505653381348,13762560
10542497558595229907,3886327163,0,1829516887664795,13762560
12704918980969384487,3596876993,0,035865068435668945,13762560
8509289303014108913,3657037411,0,16361427307128906,13762560
7381637286282492917,2175247693,0,07907819747924805,13762560
14792019711662355727,3859221229,0,08457207679748535,13762560
11550325383099570563,3535957759,0,11670184135437012,13762560
7664281275465838643,2203364209,0,07813358306884766,13762560
8680057641065288809,4004227309,0,04745292663574219,13762560
14925202910320898969,3601132193,0,09642863273620605,13762560
12062017647173721739,3463772363,0,11447381973266602,13762560
15505828785681959063,4246739747,0,15876984596252441,13762560
14268001028467891879,3350989171,0,18712782859802246,13762560
17009345938738311133,4170455207,0,11258506774902344,13762560
9542257783999942019,3443970979,0,009907007217407227,13762560
7995744221975452897,2844916699,0,04334425926208496,13762560
15094717603677665743,3575436077,0,11361885070800781,13762560
9448669492531971629,3328221007,0,10268139839172363,13762560
5614481421429033269,2386485103,0,03323483467102051,13762560
11666207639321017907,3031829953,0,11028003692626953,13762560
12775499553586422899,4048270907,0,061496734619140625,13762560
7613949896693948539,3013030333,0,08401989936828613,13762560
8727093282595848617,2473458773,0,06131625175476074,13762560
13746319554749252893,3826254517,0,09677672386169434,13762560
6886647375120596203,2913891151,0,12029099464416504,13762560
6808169208875225531,2517349949,0,06745648384094238,13762560
10606578330340272347,3177971233,0,03577089309692383,13762560
11916555755727782611,3919765513,0,016336917877197266,13762560
6695105910962913527,2228797429,0,17571187019348145,13762560
7594636598162248813,2350642193,0,12677621841430664,13762560
8073362600322080279,2934497023,0,06299471855163574,13762560
14047890529123437659,3300748667,0,039771080017089844,13762560
6693714597264486643,2448476311,0,06443929672241211,13762560
9620173200290788237,3446092033,0,07958173751831055,13762560
11186868399898135657,3002384461,0,17500901222229004,13762560
13701808256403315173,3577338953,0,05025768280029297,13762560
11449735119051196103,2989847117,0,24507880210876465,13762560
9245894585486346061,4075441159,0,11821842193603516,13762560
9994249626509687977,3617526167,0,09975004196166992,13762560
12767723024946871151,4148032877,0,050458431243896484,13762560
9994434578552729803,3404671597,0,11142706871032715,13762560
10503181950952508297,3984895721,0,0016973018646240234,13762560
12268148246251712861,2867808539,0,04252290725708008,13762560
16394642834437438619,4166190233,0,029653072357177734,13762560
10209143521002841187,2806343179,0,0461268424987793,13762560
10463573484435853321,3370544893,0,09695315361022949,13762560
10249081561512267443,4183251097,0,0785973072052002,13762560
10135698214581146659,3870627107,0,012904644012451172,13762560
9736408587974902747,2627444189,0,10997271537780762,13762560
5654747524927592111,2590168303,0,12574243545532227,13762560
6713735072488273469,2848643561,0,07055354118347168,13762560
7258070921448425653,2525336323,0,04808950424194336,13762560
11221307020422895003,3013002071,0,1998276710510254,13762560
9218471969585578891,2334722123,0,034116506576538086,13762560
10444113428474933351,2966939951,0,07836174964904785,13762560
10228592900898505519,2767457533,0,06358003616333008,13762560
9356398996328494489,3591527521,0,15275049209594727,13762560
8814268051947342373,2834382641,0,09746980667114258,13762560
7102887174126985271,3152526031,0,06318044662475586,13762560
4824107001210126073,2188574107,0,152235746383667,13762560
10440158586832377899,2462392687,0,1521451473236084,13762560
7486714390887544829,2383059671,0,05021858215332031,13762560
11510446522406481791,2950953569,0,1158609390258789,13762560
9370931569769874287,2538944663,0,0415651798248291,13762560
16106980848616438441,4186432207,0,056343793869018555,13762560
9947131531145832767,4011508993,0,015676259994506836,13762560
6044220657741301309,2688099763,0,04880666732788086,13762560
7935327904000092847,3668794781,0,09237146377563477,13762560
13015544708352089153,3042578291,0,1653430461883545,13762560
7647783481892501743,3320553823,0,12482213973999023,13762560
9562754279188775809,2891894741,0,07644367218017578,13762560
13171624957015965929,3178183357,0,0566709041595459,13762560
8826653450080718929,2452884769,0,13421845436096191,13762560
13115065950232327129,3940705147,0,07847428321838379,13762560
10493613058881523121,3235360927,0,06964516639709473,13762560
Media del tiempo: 0,08752344608306885
Media de la memoria: 13,125
------------ Tamaño: 68 -----------
Numero,Resultado,Tiempo,Memoria
138304598357526357103,12227173333,0,06873273849487305,13762560
83601145264664033117,9154889383,0,26299619674682617,13762560
160175023951866800159,14806901633,0,33147644996643066,13762560
156347001270659979979,12461424181,0,038828372955322266,13762560
165510608134596320797,15394060709,0,1948394775390625,13762560
125539318914408156371,13670355533,0,16929841041564941,13762560
263182368397516032581,16286003221,0,041275978088378906,13762560
173971880028456006169,15829334687,0,4785771369934082,13762560
139752162303998223821,13805061709,0,16733503341674805,13762560
195878243519448019963,13572294277,0,19950079917907715,13762560
147949452643506395081,10305852721,0,10686087608337402,13762560
121591422733261481443,13264203049,0,07698607444763184,13762560
110843509986258651391,10676319077,0,08684039115905762,13762560
223555950303714211973,16002100069,0,029301166534423828,13762560
125340910707732667481,8593629497,0,21958708763122559,13762560
112074924023649179339,10518487781,0,22615694999694824,13762560
98986192635207940501,8606775293,0,1889503002166748,13762560
158194454843626927471,10974057659,0,11687088012695312,13762560
150533454621116141429,9849491257,0,3907146453857422,13762560
210188443300957431929,14576162647,0,27877020835876465,13762560
127204047821497593673,11999218531,0,25122570991516113,13762560
224984265662882176193,13351595927,0,09866476058959961,13762560
139270394406638741293,9314187629,0,11084699630737305,13762560
168484486408340543381,9824250089,0,07621121406555176,13762560
76540996634506328371,8852608153,0,05398201942443848,13762560
140525899276888330357,13158921121,0,3014388084411621,13762560
226544325958886288267,15368972053,0,36119794845581055,13762560
159491643479018390041,15925156733,0,228348970413208,13762560
153239816157536371163,16060755793,0,20174193382263184,13762560
172963965228596386391,12224072681,0,16564702987670898,13762560
197144852955200226667,12049145989,0,060823917388916016,13762560
184689688981005056207,15058817729,0,09444451332092285,13762560
206898984494273487641,15371618021,0,18337488174438477,13762560
126190948417513245583,12319415477,0,26886463165283203,13762560
108541741406145378113,9006119009,0,4414215087890625,13762560
130339470686383679657,9918709793,0,0363306999206543,13762560
284489968803367294819,16716946297,0,039545297622680664,13762560
94416575809020812551,9643828933,0,13020706176757812,13762560
221619094654390568143,15460264367,0,05684709548950195,13762560
127141153372274153747,8599830751,0,2588310241699219,13762560
113560658384605185599,11230677233,0,29641032218933105,13762560
203888817190955454907,13004039233,0,3497803211212158,13762560
125858667180703608409,14512794221,0,11801385879516602,13762560
208772721487809772627,14038461557,0,0828237533569336,13762560
127150844189783275087,9454689109,0,09992551803588867,13762560
167475697531928889139,15030480329,0,17802882194519043,13762560
171206683425497057831,10194638173,0,1231999397277832,13762560
133423422781756948531,11148919063,0,31287693977355957,13762560
156151686343919993339,12844980871,0,026775836944580078,13762560
80776528540525880969,8834160191,0,28431081771850586,13762560
162460728193190991481,11076155591,0,2267465591430664,13762560
148331491552677754337,8728446109,0,2077350616455078,13762560
184790750270907459169,15041935061,0,26461124420166016,13762560
157469002316118915937,13590243613,0,10436296463012695,13762560
155891337089884408757,14764839289,0,2946937084197998,13762560
106950703334384432837,8816103731,0,04288482666015625,13762560
143623000365647492777,16130608939,0,03971099853515625,13762560
129644363676383966689,10864278647,0,19820594787597656,13762560
151621493645438800691,10266430843,0,035490989685058594,13762560
82692685249895544587,9020778301,0,23485279083251953,13762560
206173191452994917407,15796750433,0,14474034309387207,13762560
179727754445280636421,16238189311,0,08316755294799805,13762560
211551813644193876467,15543438049,0,4012174606323242,13762560
223147918607058711467,16896979721,0,3410837650299072,13762560
181266054496056962513,15108853493,0,11400651931762695,13762560
131138658855382937267,8861368811,0,12115907669067383,13762560
159901855571092581647,14966835077,0,19064736366271973,13762560
168227339944493605163,14157762259,0,09743952751159668,13762560
142761739258773719219,9150332143,0,13059115409851074,13762560
146342223381052004441,13396366507,0,13443803787231445,13762560
127410343278891483193,11908056269,0,21591782569885254,13762560
200285427969518355949,11905596259,0,35016965866088867,13762560
155067189297666459391,13028895941,0,10334205627441406,13762560
177860091110071362029,15628029953,0,18144679069519043,13762560
229292467885438370507,13689157357,0,14747214317321777,13762560
134912009262740040481,14368264577,0,16027092933654785,13762560
155700978655017444487,14099085139,0,14211773872375488,13762560
120484168141403750891,10739714941,0,04477214813232422,13762560
201657359323902871421,12214326191,0,21070432662963867,13762560
173445452357282012693,13329865603,0,08904385566711426,13762560
171574725841808455181,10409050339,0,13892841339111328,13762560
152060765895545487047,12975039503,0,13854432106018066,13762560
242019084012758400319,14559593833,0,31154823303222656,13762560
93419583001980807211,9898356239,0,12409377098083496,13762560
215647875525420665813,15209116661,0,26578235626220703,13762560
148028633693265018329,15305822269,0,293942928314209,13762560
160544846518013320333,16632368803,0,07966446876525879,13762560
114266435141899000117,8820201557,0,15452098846435547,13762560
200548162509354922699,13721744537,0,1102297306060791,13762560
225506488115628235661,13209600947,0,3519437313079834,13762560
96214632549704886703,10403527439,0,2201523780822754,13762560
133123633692785324599,9173935213,0,06418967247009277,13762560
198666053082497835049,14003319329,0,30307769775390625,13762560
174924474548818670561,16849719493,0,2661252021789551,13762560
146929411599422010479,9661934983,0,21480488777160645,13762560
179504936658777788731,11867830889,0,18276023864746094,13762560
111732931038851072351,10743194783,0,087799072265625,13762560
219391163161151512789,14120857697,0,22886896133422852,13762560
136575018399175833569,14485103459,0,3732459545135498,13762560
92833769090230033927,10251274507,0,05264854431152344,13762560
Media del tiempo: 0,17981956243515015
Media de la memoria: 13,125
------------ Tamaño: 72 -----------
Numero,Resultado,Tiempo,Memoria
2358125900748344633251,44550957257,0,3424980640411377,13762560
2301156284199099531151,47314599169,0,04394268989562988,13762560
1475788975190748210299,42198338761,0,2796053886413574,13762560
2246955168679825609073,43721713873,0,34018445014953613,13762560
3065201728846868301377,58132460977,0,704085111618042,13762560
2814085609706211049309,63329767777,0,28194141387939453,13762560
1263179394942062719481,34830650069,0,21016454696655273,13762560
2458082390018135948869,42393594679,0,4893007278442383,13762560
3651235131025531822139,56116804801,0,5685241222381592,13762560
3343119610817066135873,57255846239,0,1722264289855957,13762560
1905501327100133218363,46660507277,0,3236677646636963,13762560
2534267773549925469871,42744089477,0,36998653411865234,13762560
3068273176607954381789,47493723427,0,3515775203704834,13762560
3367583960525002113719,62781355129,0,3180835247039795,13762560
3460096889921034920993,64433461031,0,41828107833862305,13762560
2168734077283001681891,37507079711,0,6003234386444092,13762560
3147634742235471941797,51462900077,0,7541208267211914,13762560
2637419720973895514179,49541827243,0,18658971786499023,13762560
2806996534985433799121,59662833169,0,2706894874572754,13762560
2160757691814512769127,36582699521,0,19449090957641602,13762560
3312280164002559754133,66411364589,0,2169334888458252,13762560
1332275796208644182867,37354655717,0,8194189071655273,13762560
4254049618581672139513,62886213227,0,5039975643157959,13762560
2363429203668938260013,37320901187,0,23200702667236328,13762560
1731139500660492982811,41710837061,0,46806931495666504,13762560
1630935119278722613693,35797886281,0,2561180591583252,13762560
3753901340630018672993,55452511441,0,23003101348876953,13762560
2684724553636527834923,48138480451,0,17706990242004395,13762560
1638255938200586989411,40200595583,0,08996987342834473,13762560
1971789315784885655713,44749126057,0,033159494400024414,13762560
2277656700517563747527,35328016289,0,14651966094970703,13762560
1875926448402032666897,50023620137,0,39783787727355957,13762560
4497782810478744381209,66733020631,0,5175421237945557,13762560
1855369401872806556743,41381016773,0,6529397964477539,13762560
2105401807802485851641,58038130277,0,19194769859313965,13762560
1302544433928885779549,36489199111,0,18736553192138672,13762560
4341579423642946028371,65161747927,0,49334025382995605,13762560
2205391976113391667347,39399080363,0,3301351070404053,13762560
3425197087895869449937,59500230947,0,8343992233276367,13762560
2125057722400847901679,44072294039,0,36817288398742676,13762560
1699446660319654405307,46169354887,0,5487759113311768,13762560
2212380352997291049319,44434048889,0,2173633575439453,13762560
1631505046844391700901,45990820819,0,4084639549255371,13762560
1954104949341301642133,40748695459,0,1138155460357666,13762560
2755903379369038445909,61517770081,0,5712080001831055,13762560
2971353345192194167243,65423192767,0,24292588233947754,13762560
3355627657232504531893,59299960123,0,5348906517028809,13762560
2478885586975055242123,57737994199,0,5074245929718018,13762560
3171650443637050958519,53851140683,0,25587010383605957,13762560
3538528112420647610413,53174310097,0,08718276023864746,13762560
2283949945857540831187,58770353371,0,25852060317993164,13762560
2612023299441093992483,54789458959,0,4168415069580078,13762560
1811596381478489018233,43752238357,0,39565420150756836,13762560
1352269699024694509511,37132723429,0,4309382438659668,13762560
1703557283645803476991,35800428259,0,29383087158203125,13762560
2153229886393833656813,40260495851,0,6652796268463135,13762560
1413156653244408363001,36132152591,0,4370746612548828,13762560
1605148136804052693283,35677084279,0,4380800724029541,13762560
1358200532871179018251,35321813063,0,5121300220489502,13762560
2143267546272709797169,57513515219,0,17145371437072754,13762560
3951698183782533704071,66211256653,0,6914598941802979,13762560
3712584473065137526667,62409478091,0,3310117721557617,13762560
2366066144260323829781,48548259937,0,13251566886901855,13762560
3093422263250619543557,58739553017,0,17626500129699707,13762560
2056165546952708259137,51189599381,0,6557159423828125,13762560
3041469470272278923609,46862322667,0,3307609558105469,13762560
2688947051440999289797,39318460537,0,5842974185943604,13762560
2390886832200569958083,43290695827,0,3425889015197754,13762560
2909411618620886864689,42963574847,0,3969712257385254,13762560
3471648795186751345007,59721966797,0,4670219421386719,13762560
4219802463134165695903,66395219257,0,23786163330078125,13762560
1422513412762384365347,37477021139,0,3202228546142578,13762560
1234067276635878228443,34653982357,0,3714480400085449,13762560
2160710082284287596421,57692077277,0,838836669921875,13762560
3176939699758068606209,48702152573,0,7240934371948242,13762560
2855158078898995230997,46439995139,0,5813744068145752,13762560
1361449922624791792729,36812214787,0,24590325355529785,13762560
2980018233114910443041,58000317559,0,3622550964355469,13762560
2258281248684520005211,34568509057,0,1416163444519043,13762560
2315020411988016160921,36199402171,0,3174870014190674,13762560
1589249017146758572589,40592775011,0,08282208442687988,13762560
4279363608997130086397,64630199261,0,3415050506591797,13762560
2857006063675515180059,42450153269,0,36916422843933105,13762560
3815851944594734301583,58220097497,0,06751704216003418,13762560
2178551154909092934577,60813639721,0,1351168155670166,13762560
2486517198974187543949,39537744997,0,208648681640625,13762560
3139112563573329099781,49022853137,0,36012768745422363,13762560
1923394633278629559329,41111769947,0,12896490097045898,13762560
4672857785820496062913,68630615177,0,4772913455963135,13762560
2998463359287895088591,53765968043,0,40413761138916016,13762560
3075913270540053784543,65507634919,0,213043212890625,13762560
2267629603323204198653,38166409817,0,5690708160400391,13762560
2238919497994548316921,43599224783,0,12589430809020996,13762560
2415225725520474928931,57503992907,0,5266120433807373,13762560
3167633712577423920907,46788943561,0,20059657096862793,13762560
3756146093521044047471,54767764483,0,4784214496612549,13762560
2550491648094812394001,37575813697,0,35779857635498047,13762560
2559923419379554690997,38571737899,0,6531848907470703,13762560
2878518265822497720589,46802696489,0,35414552688598633,13762560
2285674230382939896221,36968767309,0,4221463203430176,13762560
Media del tiempo: 0,3660089945793152
Media de la memoria: 13,125
------------ Tamaño: 76 -----------
Numero,Resultado,Tiempo,Memoria
47232046046207020380523,196051261429,0,8876924514770508,13762560
25991685864217288734941,146333975303,0,7351787090301514,13762560
39596498513674902201071,239586537713,0,7028148174285889,13762560
28716417294915002831989,143488173797,0,6924533843994141,13762560
40641606445996892968277,163901967769,0,4864501953125,13762560
44272850976481689329813,244114828817,0,7274997234344482,13762560
39687801221702209531009,173389167839,0,7615418434143066,13762560
40359822698064122166481,242670466111,0,3529775142669678,13762560
40954214554126475798179,191177170297,1,0477206707000732,13762560
33887407313379712219877,180948620987,0,7583506107330322,13762560
49530004478005168165253,183793974863,0,5344812870025635,13762560
38217763252306026753857,158909275009,0,5420925617218018,13762560
41924764234744019576881,220189025867,0,8340046405792236,13762560
56814659984859432880771,219161456153,0,7817187309265137,13762560
51452587303797256316237,201557209261,0,7765507698059082,13762560
35390806781006274563291,257278363031,0,6206786632537842,13762560
32364597678948819304123,167624223631,0,6808290481567383,13762560
28804800376653493412179,148171450081,1,8676929473876953,13762560
52137226483792379977237,205434573143,0,26610541343688965,13762560
47548207217320982820859,271373038009,1,6719589233398438,13762560
46090417417514824803041,188876469389,0,45982861518859863,13762560
36169095215979844587977,180977756951,0,12786436080932617,13762560
43943807147607444233021,228981637931,0,41333937644958496,13762560
43811846513638749999091,180346094399,0,39383578300476074,13762560
32050669238918159845423,174167500063,0,6131913661956787,13762560
57991042966709701136819,238755885799,0,40307188034057617,13762560
