------------ Tamaño: 32 -----------
Numero,Resultado,Tiempo,Memoria
2326706177,"(39847.0, 58391.0)",0.0007419586181640625,12689408
2098407403,"(44879.0, 46757.0)",0.00016307830810546875,12689408
2595694313,"(48761.0, 53233.0)",0.0001442432403564453,12689408
1565129603,"(37507.0, 41729.0)",0.0001595020294189453,12689408
1712915497,"(37573.0, 45589.0)",0.0002982616424560547,12689408
3509317919,"(57089.0, 61471.0)",0.000186920166015625,12689408
3446333393,"(56813.0, 60661.0)",0.00013375282287597656,12689408
1868829877,"(40993.0, 45589.0)",0.00015282630920410156,12689408
2610071791,"(48463.0, 53857.0)",0.00010776519775390625,12689408
2629006447,"(47497.0, 55351.0)",0.00016164779663085938,12689408
Media del tiempo: 0.00022499561309814454
Media de la memoria: 12.1015625
------------ Tamaño: 40 -----------
Numero,Resultado,Tiempo,Memoria
926213359459,"(914579.0, 1012721.0)",0.0011281967163085938,12689408
651656533501,"(738539.0, 882359.0)",0.0025229454040527344,12689408
929533740803,"(953543.0, 974821.0)",0.00019073486328125,12689408
492914708423,"(647399.0, 761377.0)",0.0026693344116210938,12689408
460344031729,"(575903.0, 799343.0)",0.01016092300415039,12689408
527151042829,"(703139.0, 749711.0)",0.0003592967987060547,12689408
641616399707,"(662339.0, 968713.0)",0.020346403121948242,12689408
367888838909,"(541087.0, 679907.0)",0.0074918270111083984,12689408
629930281889,"(720173.0, 874693.0)",0.00424647331237793,12689408
401552602007,"(620773.0, 646859.0)",0.00019860267639160156,12689408
Media del tiempo: 0.0049314737319946286
Media de la memoria: 12.1015625
------------ Tamaño: 44 -----------
Numero,Resultado,Tiempo,Memoria
7649068005941,"(2116019.0, 3614839.0)",0.09958600997924805,12689408
11652686667533,"(2898121.0, 4020773.0)",0.038939714431762695,12689408
7928959408477,"(2174321.0, 3646637.0)",0.07440519332885742,12689408
7219662332587,"(2289149.0, 3153863.0)",0.027509450912475586,12689408
11270984023499,"(3203483.0, 3518353.0)",0.002996683120727539,12689408
8843145759047,"(2935183.0, 3012809.0)",0.0002830028533935547,12689408
6769463417767,"(2258363.0, 2997509.0)",0.020944833755493164,12689408
8455429430081,"(2228777.0, 3793753.0)",0.0839531421661377,12689408
8194558628651,"(2759881.0, 2969171.0)",0.0014977455139160156,12689408
8908522453769,"(2647157.0, 3365317.0)",0.016661405563354492,12689408
Media del tiempo: 0.03667771816253662
Media de la memoria: 12.1015625
------------ Tamaño: 48 -----------
Numero,Resultado,Tiempo,Memoria
110374662292987,"(10413373.0, 10599319.0)",0.000499725341796875,12689408
160666531265971,"(11744687.0, 13679933.0)",0.031087875366210938,12689408
187292224431751,"(11258183.0, 16636097.0)",0.22218036651611328,12689408
145817686389229,"(10954813.0, 13310833.0)",0.04718422889709473,12689408
120685959081833,"(10711081.0, 11267393.0)",0.003668546676635742,12689408
88694735235979,"(8499889.0, 10434811.0)",0.04008316993713379,12689408
167604244402849,"(10567619.0, 15860171.0)",0.2072153091430664,12689408
133911825431767,"(9589487.0, 13964441.0)",0.15815281867980957,12689408
131150207718763,"(9569773.0, 13704631.0)",0.14067840576171875,12689408
73286361392903,"(8499229.0, 8622707.0)",0.0002694129943847656,12689408
Media del tiempo: 0.08510198593139648
Media de la memoria: 12.1015625
------------ Tamaño: 52 -----------
Numero,Resultado,Tiempo,Memoria
2701875072397031,"(40552601.0, 66626431.0)",1.176593542098999,12689408
1687788324089509,"(40514531.0, 41658839.0)",0.0029108524322509766,12689408
2388838954481869,"(45025811.0, 53054879.0)",0.13116168975830078,12689408
2484305666501851,"(45565283.0, 54521897.0)",0.15880346298217773,12689408
1581539099388197,"(39740717.0, 39796441.0)",0.00027489662170410156,12689408
2618410120243987,"(39018167.0, 67107461.0)",1.40484619140625,12689408
2568310539189443,"(43352711.0, 59242213.0)",0.45554423332214355,12689408
2085814065167611,"(38922539.0, 53588849.0)",0.43912243843078613,12689408
3527534942542801,"(54170023.0, 65119687.0)",0.18964576721191406,12689408
3141090041004211,"(49872827.0, 62981993.0)",0.28509521484375,12689408
Media del tiempo: 0.4243998289108276
Media de la memoria: 12.1015625
------------ Tamaño: 56 -----------
Numero,Resultado,Tiempo,Memoria
47463284509797019,"(195148567.0, 243216157.0)",1.0003767013549805,12689408
53392335317333731,"(218846333.0, 243971807.0)",0.2615938186645508,12689408
46922569202210263,"(197937629.0, 237057347.0)",0.6568996906280518,12689408
66572397028900513,"(257418443.0, 258615491.0)",0.0008869171142578125,12689408
26824064174693593,"(147567289.0, 181775137.0)",0.6726894378662109,12689408
47128800210808937,"(200390389.0, 235184933.0)",0.5535585880279541,12689408
50513381559165409,"(214065931.0, 235971139.0)",0.23589134216308594,12689408
67871063209837487,"(258070697.0, 262994071.0)",0.010252952575683594,12689408
40842154923927499,"(161099189.0, 253521791.0)",4.095883369445801,12689408
40564533961337927,"(190091767.0, 213394481.0)",0.26746368408203125,12689408
Media del tiempo: 0.7755496501922607
Media de la memoria: 12.1015625
------------ Tamaño: 60 -----------
Numero,Resultado,Tiempo,Memoria
901088480791020083,"(844747769.0, 1066695307.0)",4.896754741668701,12689408
568819965508386013,"(542017159.0, 1049450107.0)",29.95465922355652,12689408
733838565371896861,"(754330201.0, 972834661.0)",4.933103799819946,12689408
855755423574617887,"(920820577.0, 929340031.0)",0.007520914077758789,12689408
619549948132212677,"(636849041.0, 972836431.0)",13.16343641281128,12689408
471981215873535553,"(630101383.0, 749055991.0)",1.961221694946289,12689408
420585517717633783,"(582751703.0, 721723361.0)",2.743535041809082,12689408
509123959069071139,"(551464877.0, 923221007.0)",16.84710693359375,12689408
605265104599522063,"(772162789.0, 783856867.0)",0.02040386199951172,12689408
763618151374994897,"(830450507.0, 919522771.0)",0.802410364151001,12689408
Media del tiempo: 7.533015298843384
Media de la memoria: 12.1015625
------------ Tamaño: 64 -----------
Numero,Resultado,Tiempo,Memoria
11670668481377794061,"(3085350353.0, 3782607207.0)",13.742797374725342,12689408
9412866314496356669,"(2702244245.0, 3483351415.0)",19.24070715904236,12689408
9633541895038029827,"(2928143963.0, 3289982329.0)",3.8776707649230957,12689408
10738519641632026259,"(3146333087.0, 3413026957.0)",2.0051074028015137,12689408
7623595168764191119,"(2655740431.0, 2870610049.0)",1.5596094131469727,12689408
14331039136822767467,"(3477876809.0, 4120628741.0)",10.180725336074829,12689408
14953398802534964749,"(3601491894.0, 4152001238.0)",7.50525975227356,12689408
12557351701163770229,"(3518567467.0, 3568881887.0)",0.07487893104553223,12689408
17295603783688662937,"(4153991767.0, 4163610511.0)",0.0021491050720214844,12689408
9227319586514486887,"(2836708781.0, 3252825827.0)",5.279447317123413,12689408
Media del tiempo: 6.346835255622864
Media de la memoria: 12.1015625
