------------ Tamaño: 32 -----------
p,alpha,beta,resultado,tiempo,memoria
 149883250766927, 100, 24105499145887,72579095060831,58.437426805496216,1514426368
 149883250766927, 100, 135747071246193,72568712146184,57.73935317993164,1514426368
 149883250766927, 100, 97389322368571,37897482831927,56.54784154891968,1514426368
 149883250766927, 100, 142730244741020,19410799848380,55.67772960662842,1514426368
 149883250766927, 100, 13482007700988,24812128791738,55.82222652435303,1514426368
 149883250766927, 100, 3186591344725,29093653646107,55.92153024673462,1514426368
 149883250766927, 100, 81154359056733,48584966784637,56.68804693222046,1514426368
 149883250766927, 100, 89061806328050,56273370141505,57.09503245353699,1514426368
 149883250766927, 100, 58335569039598,12172891389986,55.32105016708374,1514426368
 149883250766927, 100, 62221114362344,47962235047009,56.7412793636322,1514426368
 149883250766927, 100, 148887376925078,44830811334591,56.52634525299072,1514426368
 149883250766927, 100, 9105390746278,48201528738109,57.049702405929565,1514426368
 149883250766927, 100, 39813276982678,38692977148379,56.33552145957947,1514426368
 149883250766927, 100, 94623629181859,20709338913758,55.7241108417511,1514426368
 149883250766927, 100, 63930405578191,21348892993411,55.859295129776,1514426368
 149883250766927, 100, 90376031947506,7995131371072,55.30306959152222,1514426368
 149883250766927, 100, 14494018234464,50493144014314,57.022324562072754,1514426368
 149883250766927, 5, 7903916292458,33424354302881,51.78971290588379,1533071360
 149883250766927, 5, 48403729572113,95653040875926,54.82176899909973,1533071360
 149883250766927, 5, 30771254499686,132755652785049,56.109803199768066,1533071360
 149883250766927, 5, 46358777554927,111732918257826,54.78270936012268,1533071360
 149883250766927, 5, 101872617494410,61535030627729,52.80313730239868,1533071360
 149883250766927, 5, 35702769776377,42265600092256,52.095675468444824,1533071360
 149883250766927, 5, 48586873920531,64090108001361,52.94392228126526,1533071360
 149883250766927, 5, 94262043357647,45713574834447,52.23757338523865,1533071360
 149883250766927, 5, 73959502522418,60852798737797,52.83334827423096,1533071360
 149883250766927, 5, 61123025573741,47339341249255,52.57237362861633,1533071360
 149883250766927, 5, 54877678661303,148430725204220,56.41465401649475,1533071360
 149883250766927, 5, 128564852811263,127721638677430,55.519798278808594,1533075456
 149883250766927, 5, 86203221634624,14135129759030,51.01585340499878,1533075456
 149883250766927, 5, 70023522704049,9243452825414,51.31581521034241,1533075456
 149883250766927, 5, 92325778452496,44735997992645,52.417431592941284,1533075456
 149883250766927, 5, 102318755497250,119372705839066,55.27215933799744,1533075456
 149883250766927, 5, 38902781703553,123104966107911,55.61738300323486,1533075456
 149883250766927, 5, 122948821180048,149332289028379,56.40481996536255,1533075456
 149883250766927, 5, 1579898749537,55224445357061,52.5502507686615,1533075456
 149883250766927, 5, 47312132642892,44196507870327,52.2573766708374,1533075456
 149883250766927, 5, 10282636542879,148202545567257,56.5917911529541,1533079552
 149883250766927, 5, 96390423513310,141463841996082,56.187801361083984,1533079552
 149883250766927, 5, 138608687738336,40117685549353,52.17683172225952,1533079552
 149883250766927, 5, 69732879448606,129960793800295,55.57908058166504,1533079552
 149883250766927, 5, 114528262571032,14382675721181,51.10878801345825,1533079552
 149883250766927, 5, 14671188157719,54229958849622,52.749348878860474,1533079552
 149883250766927, 5, 46257622457837,142011762565971,56.1673469543457,1533079552
 149883250766927, 5, 100601388273271,146280724356691,56.20480394363403,1533079552
 149883250766927, 5, 40721676614112,130602068935883,55.51629328727722,1533079552
 149883250766927, 5, 145877851017229,141772695024654,56.39008069038391,1533079552
 149883250766927, 5, 54788418317297,76597146894883,53.47052240371704,1533079552
 149883250766927, 5, 23574600092895,912486239319,50.60796594619751,1533079552
 149883250766927, 5, 42256326149303,148291303978703,56.537949323654175,1533079552
 149883250766927, 5, 50775691300284,137849543141296,56.03539824485779,1533079552
 149883250766927, 5, 37709960767541,120251708568206,55.42724657058716,1533079552
 149883250766927, 5, 7277134080272,112594645343453,55.091975927352905,1533083648
 149883250766927, 5, 6497445380780,1969595551673,50.53423810005188,1533083648
 149883250766927, 5, 70928486880394,66979081867084,53.01846265792847,1533083648
 149883250766927, 5, 15988507564365,13335302830212,50.92544674873352,1533083648
 149883250766927, 5, 148202780422844,79007362466293,53.5392005443573,1533083648
 149883250766927, 5, 136764712445586,107108237469258,54.90477681159973,1533083648
 149883250766927, 5, 106666989393894,16974085626391,51.187156677246094,1533083648
 149883250766927, 5, 66314917130576,32137513818525,51.79367923736572,1533083648
 149883250766927, 5, 63627689626049,144900014981277,56.227651834487915,1533083648
 149883250766927, 5, 876842224719,78879955195763,53.59416341781616,1533083648
 149883250766927, 5, 113559220313835,54451841235673,52.812729358673096,1533083648
 149883250766927, 5, 72578473462537,116548818948044,55.14310073852539,1533083648
 149883250766927, 5, 88452856806314,14312293150393,51.077505111694336,1533083648
 149883250766927, 5, 72667206716314,51255779630396,52.597984313964844,1533083648
 149883250766927, 5, 140886369614225,62966259737022,53.00051689147949,1533083648
Media del tiempo: 55.12167440891266
Media de la memoria: 1453.16140625
------------ Tamaño: 52 -----------
p,alpha,beta,resultado,tiempo,memoria
 2523751089304763, 100, 2055776705315195,808913896807271,258.7426118850708,5971951616
 2523751089304763, 100, 2459203322182073,433772774152612,253.72910952568054,5972103168
 2523751089304763, 100, 863731325142136,1083433763135814,261.6891379356384,5972103168
 2523751089304763, 100, 288035165361270,161553571761808,251.05763292312622,5972107264
 2523751089304763, 100, 1883884187838528,515840464656120,254.93752145767212,5972107264
 2523751089304763, 100, 2318954454030066,805105845235791,258.30896639823914,5972107264
 2523751089304763, 100, 390151171960,661173768458691,257.26888728141785,5972107264
 2523751089304763, 100, 1836830012600447,976390182702787,260.2204518318176,5972107264
 2523751089304763, 100, 481113299674102,74107976164187,249.53405165672302,5972107264
 2523751089304763, 100, 1762303750805838,1111370366772761,261.7098581790924,5972107264
 2523751089304763, 100, 2240691686159661,1242700071116331,263.32868337631226,5972107264
 2523751089304763, 100, 1578881138937984,319845048220656,252.41789078712463,5972107264
 2523751089304763, 100, 1383514311537867,522804731104903,254.41119527816772,5972107264
 2523751089304763, 100, 2260116239927809,628888133238911,256.5020000934601,5972107264
 2523751089304763, 100, 993083235267170,767418690202399,258.12953758239746,5972107264
 2523751089304763, 100, 1549703857796763,283998002779856,252.0709228515625,5972107264
 2523751089304763, 100, 2280441686176074,944087470652991,260.28324460983276,5972107264
 2523751089304763, 100, 1730485338724680,663372544030143,256.73018288612366,5972107264
 2523751089304763, 100, 778538410519034,1118460053402334,262.7212345600128,5972107264
 2523751089304763, 100, 2103240261215151,1235932560732376,264.48383474349976,5972107264
 2523751089304763, 100, 29299446092587,239535280383025,252.52654767036438,5972107264
 2523751089304763, 100, 1824471564869717,196663571382074,251.4209532737732,5972107264
 2523751089304763, 100, 184587713693241,374140350189345,253.72148728370667,5972107264
 2523751089304763, 100, 1046254325160875,646068654947113,256.93060302734375,5972107264
 2523751089304763, 100, 2045505155353744,1250335880737612,263.40304803848267,5972107264
 2523751089304763, 100, 2206540827909501,141390763247372,250.721173286438,5972107264
 2523751089304763, 100, 680387611407578,577807346626689,255.80067777633667,5972107264
 2523751089304763, 100, 1232786118420378,391126700000457,253.8222439289093,5972107264
 2523751089304763, 100, 707104957046480,25721131092229,249.71570825576782,5972107264
 2523751089304763, 100, 2239692813675913,533701937939197,255.74991416931152,5972111360
 2523751089304763, 100, 425068418935362,509929934176522,255.3530855178833,5972111360
 2523751089304763, 100, 1839520100490108,922923739156629,260.6758871078491,5972111360
 2523751089304763, 100, 1833061505100920,154189738159791,251.03995561599731,5972111360
 2523751089304763, 100, 1423026921671681,1101141622095001,262.21345591545105,5972111360
 2523751089304763, 100, 27763790281362,677338373124170,258.0058505535126,5972111360
 2523751089304763, 100, 32081349497516,826156534212958,258.9936411380768,5972111360
 2523751089304763, 100, 1056454197351683,301713982956976,252.08933091163635,5972115456
 2523751089304763, 100, 1552611337750777,925293263715607,259.99388122558594,5972115456
 2523751089304763, 100, 967151382914716,393191522930195,253.69438552856445,5972115456
 2523751089304763, 100, 1618116944850301,261524178920662,251.60280227661133,5972115456
 2523751089304763, 100, 1653085200089385,1016789281811444,260.2314293384552,5972115456
 2523751089304763, 100, 969455480575216,1232692071164583,265.7075080871582,5972115456
 2523751089304763, 100, 1977375615930990,29093247325972,249.2118899822235,5972115456
 2523751089304763, 100, 1190347593437802,966029728177863,260.4553425312042,5972115456
 2523751089304763, 100, 1857376043029518,502661034592697,255.63675713539124,5972115456
 2523751089304763, 100, 977711765832789,1223583886948272,263.29259753227234,5972115456
 2523751089304763, 100, 96748327486614,915181932741612,259.73107838630676,5972115456
 2523751089304763, 100, 91082263762387,211485465449406,253.41074752807617,5972115456
 2523751089304763, 100, 1916796114504453,1057962282717525,260.998060464859,5972115456
 2523751089304763, 100, 1134821707779715,441599537887143,255.51850724220276,5972115456
 2523751089304763, 2, 963103257922962,796315292428704,220.51163148880005,6169755648
 2523751089304763, 2, 2387986024858964,1811349618790131,231.9395670890808,6169755648
 2523751089304763, 2, 2018141164733116,1856333580339513,232.87884068489075,6169755648
 2523751089304763, 2, 2328245112344185,2461120058441493,240.352867603302,6169755648
 2523751089304763, 2, 475472037840693,322639520787105,215.19282245635986,6169755648
 2523751089304763, 2, 2243016423350941,528207465695101,217.85312867164612,6169755648
 2523751089304763, 2, 509120065396881,880494562559944,221.57416892051697,6169755648
 2523751089304763, 2, 652090225448735,880048996789070,221.3724443912506,6169755648
 2523751089304763, 2, 367678264451443,2223051265906228,236.9110176563263,6169755648
 2523751089304763, 2, 1147629982125164,750627657835066,220.11582732200623,6169755648
 2523751089304763, 2, 2358560826649983,1963614209337236,233.72111177444458,6169755648
 2523751089304763, 2, 1830409450587986,1214485289517864,225.06816744804382,6169755648
 2523751089304763, 2, 413999140474107,314008401500088,214.63952589035034,6169755648
 2523751089304763, 2, 1114380437483761,1577115827404306,229.46496653556824,6169755648
 2523751089304763, 2, 1867313214737928,2218484060155942,237.10250329971313,6169755648
 2523751089304763, 2, 128580087387332,58271898690655,212.06808876991272,6169755648
 2523751089304763, 2, 1618085686488155,617209492742611,218.16249585151672,6169755648
 2523751089304763, 2, 2515179348117897,1003167934605131,221.16822028160095,6169755648
 2523751089304763, 2, 1446959780094338,449627735278400,214.11417889595032,6169755648
 2523751089304763, 2, 411029959274861,1140126815421574,221.84712076187134,6169755648
 2523751089304763, 2, 1226312836146333,1626226453657310,226.83531999588013,6169755648
 2523751089304763, 2, 680429054586457,877628249305278,218.6315793991089,6169755648
 2523751089304763, 2, 1507090880663486,23595335351116,209.18946027755737,6169755648
 2523751089304763, 2, 81464410412552,1113316706450316,221.37316989898682,6169755648
 2523751089304763, 2, 1653402323136174,975237576513301,220.06910014152527,6169755648
 2523751089304763, 2, 1685238253679714,1026318550208265,219.85986828804016,6169710592
 2523751089304763, 2, 1250451756402484,180696165323353,211.52594637870789,6169710592
 2523751089304763, 2, 2247035414814648,2232257865584704,239.48990607261658,6169710592
 2523751089304763, 2, 1756569476524622,849336346860960,221.97443175315857,6169710592
 2523751089304763, 2, 2442809176259576,536209223100574,218.30994820594788,6169710592
 2523751089304763, 2, 2333641323241558,695857980802582,220.0512351989746,6169710592
 2523751089304763, 2, 867136206135776,1775860891641439,232.81565594673157,6169710592
 2523751089304763, 2, 385258705769757,207772115381983,214.58022499084473,6169710592
 2523751089304763, 2, 899983068916812,664387236832100,220.0331847667694,6169710592
 2523751089304763, 2, 330629366548572,1547369682643885,229.7873034477234,6169710592
 2523751089304763, 2, 1101101328803136,150186208006823,213.82227873802185,6169710592
 2523751089304763, 2, 847304831391116,806395244379936,221.7990484237671,6169710592
 2523751089304763, 2, 1790705869187464,1667831626324740,232.79407715797424,6169710592
 2523751089304763, 2, 390313567570496,1795756433471611,233.62058568000793,6169714688
 2523751089304763, 2, 1113539448767212,2168918040603008,238.39412307739258,6169714688
 2523751089304763, 2, 2321719963735053,702277739622921,221.19207978248596,6169714688
 2523751089304763, 2, 870991473114418,1953706119657999,235.77614951133728,6169718784
 2523751089304763, 2, 1096454708349977,1895713929817964,234.28654193878174,6169718784
 2523751089304763, 2, 1824242050500607,2139594474922015,238.14430570602417,6169718784
 2523751089304763, 2, 432008463729664,1906640687406050,234.25514602661133,6169722880
 2523751089304763, 2, 2346957883269434,530689795456254,218.84832167625427,6169722880
 2523751089304763, 2, 2314002672388918,1986004607794152,236.07417941093445,6169722880
 2523751089304763, 2, 2362657644045077,2062755791280617,236.37307167053223,6169722880
 2523751089304763, 2, 1924258442279714,943776493888772,223.26897644996643,6169722880
 2523751089304763, 2, 1596917498969579,2398524751860527,239.89505434036255,6169722880
Media del tiempo: 241.09074476718902
Media de la memoria: 5789.6815234375
------------ Tamaño: 56 -----------
p,alpha,beta,resultado,tiempo,memoria
