------------ Tamaño: 32 -----------
p,alpha,beta,resultado,tiempo,memoria
927498176207,100,374111065903,432810556631,3.6528706550598145,159555584
927498176207,100,497138471980,93088921843,3.5003514289855957,159539200
927498176207,100,765871206973,23995559509,3.478975296020508,159522816
927498176207,100,249095813770,144373026789,3.517077684402466,159506432
927498176207,100,796650194563,238536703235,3.5607075691223145,159494144
927498176207,100,838148069292,200088269127,3.5589048862457275,159502336
927498176207,100,914775046303,219477869635,3.5537490844726562,159485952
927498176207,100,403165806233,455211468488,3.667933225631714,159469568
927498176207,100,636059396280,203692766737,3.565044641494751,159584256
927498176207,100,318899050832,419801688054,3.6503818035125732,159567872
927498176207,100,632153291888,249613997173,3.591034173965454,159551488
927498176207,100,396790692224,336889143792,3.608794689178467,159535104
927498176207,100,93450326506,316354773584,3.6094374656677246,159518720
927498176207,100,426689266895,224900761071,3.5689103603363037,159502336
927498176207,100,103383932106,105418230409,3.551100492477417,159485952
927498176207,100,500323668849,220558417984,3.614086866378784,159469568
927498176207,100,721308426423,185048180920,3.5906271934509277,159584256
927498176207,100,687773241887,12286571873,3.5003764629364014,159551488
927498176207,100,496940174594,386750987840,3.6507673263549805,159535104
927498176207,100,188141606728,277253820555,3.603198289871216,159518720
927498176207,100,789218394456,66375974963,3.5309317111968994,159502336
927498176207,100,402887025817,175016725439,3.5687670707702637,159485952
927498176207,100,669394930661,158971913751,3.549964427947998,159469568
927498176207,100,31864307328,291658311383,3.5996932983398438,160239616
927498176207,100,638578777973,286386286178,3.593425989151001,160317440
927498176207,100,255104096146,397668195156,3.63612699508667,160317440
927498176207,100,398143113229,22150091683,3.4944729804992676,160317440
927498176207,100,905495365284,118697236967,3.5380659103393555,160317440
927498176207,100,70355297206,322680705135,3.6219630241394043,160317440
927498176207,100,482618830432,22117759212,3.480225086212158,160317440
927498176207,100,752161625543,135264706066,3.529379367828369,160317440
927498176207,5,615619685866,816099061138,3.53910493850708,160972800
927498176207,5,165001640781,218930231310,3.2446987628936768,161308672
927498176207,5,710075930326,54020744789,3.191480875015259,161349632
927498176207,5,711419418068,435899306946,3.3613524436950684,161349632
927498176207,5,751817060977,550998571285,3.3903677463531494,161349632
927498176207,5,629752129169,572993979736,3.39406681060791,161349632
927498176207,5,715442558506,559319468888,3.401371717453003,161349632
927498176207,5,765357528132,481659298360,3.3587610721588135,161349632
927498176207,5,675306482066,643554834907,3.4322104454040527,161349632
927498176207,5,911250701856,786320344745,3.5027341842651367,161349632
927498176207,5,847350018046,875658595142,3.5433149337768555,161349632
927498176207,5,326967234692,481474523553,3.378720760345459,161349632
927498176207,5,222620773174,147114158717,3.217957019805908,161349632
927498176207,5,230835377763,663132040728,3.4525773525238037,161349632
927498176207,5,213000780622,665993755626,3.4436838626861572,161349632
927498176207,5,60957574556,59890284860,3.1796255111694336,161349632
927498176207,5,500928079807,563015755273,3.3957741260528564,161349632
927498176207,5,735311364817,125410612904,3.2162275314331055,161349632
927498176207,5,87336084083,802953918289,3.5195913314819336,161349632
927498176207,5,847414327093,549449595246,3.406468152999878,161349632
927498176207,5,261063027996,730516634640,3.4696152210235596,161349632
927498176207,5,270422086527,35227012719,3.1689467430114746,161349632
927498176207,5,852390935056,470830067772,3.363553524017334,161349632
927498176207,5,810945623654,772181715802,3.4887499809265137,161349632
927498176207,5,492905492874,457972100343,3.3544929027557373,161349632
927498176207,5,523907557590,267758671334,3.3078691959381104,161349632
927498176207,5,581750411867,134292032530,3.2481319904327393,161349632
927498176207,5,757057899715,668225334411,3.465325117111206,161349632
927498176207,5,835189766782,217051580744,3.2476470470428467,161349632
927498176207,5,404421041617,274766987236,3.2757301330566406,161349632
927498176207,5,92560139393,478378298332,3.3745744228363037,161349632
927498176207,5,542798700761,86879270181,3.2083747386932373,161349632
927498176207,5,121160164573,200732918130,3.249951124191284,161349632
927498176207,5,302023866183,926999287353,3.565016508102417,161349632
927498176207,5,147814071951,826572208710,3.507662057876587,161349632
927498176207,5,422965822491,894018024481,3.5359723567962646,161349632
927498176207,5,233915292382,159209764052,3.2254037857055664,161349632
927498176207,5,573752690003,118949217098,3.205073356628418,161353728
927498176207,5,452382800614,41183825919,3.1827096939086914,161353728
927498176207,5,332827612431,106704537220,3.202620029449463,161353728
927498176207,5,211028688570,697436820653,3.464909791946411,161353728
927498176207,5,2273744668,362350564118,3.334657669067383,161353728
927498176207,5,22007903245,730823171408,3.5095040798187256,161353728
927498176207,5,383336923266,324125846770,3.334876298904419,161353728
927498176207,5,915231437510,443995281491,3.3509750366210938,161353728
927498176207,5,254394429316,367803798445,3.327136516571045,161353728
927498176207,5,744531958849,791905676637,3.5276007652282715,161353728
927498176207,5,267511676850,390920878488,3.3447046279907227,161353728
927498176207,5,341635768500,214342174221,3.2613022327423096,161353728
927498176207,5,755421895786,198280820362,3.2556002140045166,161353728
Media del tiempo: 3.4639922976493835
Media de la memoria: 152.8548828125
------------ Tamaño: 44 -----------
p,alpha,beta,resultado,tiempo,memoria
 10876265372701, 91, 2344566393258,5428155884166,13.926451206207275,435634176
 10876265372701, 91, 3239275204954,1952115278982,13.439645290374756,435638272
 10876265372701, 91, 4479162288861,1574723234063,13.405715942382812,435638272
 10876265372701, 91, 9120494294587,4513363522037,13.824407815933228,435638272
 10876265372701, 91, 5120916673735,5161654904651,13.91372799873352,435638272
 10876265372701, 91, 3187931631450,1118214035907,13.327627897262573,435638272
 10876265372701, 91, 3026077548710,704803473961,13.26624345779419,435638272
 10876265372701, 91, 7851397344461,1828898618944,13.413801908493042,435638272
 10876265372701, 91, 2471069473306,3540873327456,13.70799994468689,435638272
 10876265372701, 91, 7265175142269,3093992043390,13.656550407409668,435638272
 10876265372701, 91, 4979069178359,4941956511031,13.924230337142944,435638272
 10876265372701, 91, 8568230747552,4560042022226,13.850942134857178,435638272
 10876265372701, 91, 7119971876501,2801215204491,13.622523546218872,435638272
 10876265372701, 91, 4574247699152,5115712185654,13.82233715057373,435638272
 10876265372701, 91, 8857634485043,12029435708,13.171464443206787,435638272
 10876265372701, 91, 3205286355825,5129877597818,13.962538480758667,435638272
 10876265372701, 91, 9908285064915,3867619174451,13.71377968788147,435638272
 10876265372701, 91, 1311967049690,4344511389084,13.74529480934143,435638272
 10876265372701, 91, 4474190680355,1029927311885,13.297532320022583,435638272
 10876265372701, 91, 3229224091594,3602620667124,13.684111595153809,435638272
 10876265372701, 91, 2273897543601,4324025635928,13.751631736755371,435638272
 10876265372701, 91, 7974138392371,3891922767093,13.713668823242188,435638272
 10876265372701, 91, 2245675251956,1309966651534,13.359588861465454,435638272
 10876265372701, 91, 8640540546199,3400943501083,13.608031988143921,435638272
 10876265372701, 91, 925358150574,1496713791330,13.346068620681763,435638272
 10876265372701, 91, 663542292414,4858977411377,13.908015966415405,435642368
 10876265372701, 91, 1094444853181,142931438779,13.3690927028656,435642368
 10876265372701, 91, 5978183906992,1766299593457,13.435793399810791,435642368
 10876265372701, 91, 2595393140725,351859287735,13.186176538467407,435642368
 10876265372701, 91, 846342060223,2759505345258,13.550821304321289,435642368
 10876265372701, 91, 2429130708465,4261489706587,13.720239639282227,435642368
 10876265372701, 91, 5319632407423,4996202739686,13.799118041992188,435642368
 10876265372701, 91, 2972717469066,4832712236690,13.836039304733276,435642368
 10876265372701, 91, 7398387613139,245365024166,13.310230255126953,435642368
 10876265372701, 91, 4496802069459,4300030411729,13.712124586105347,435642368
 10876265372701, 91, 55040646921,2434667760391,13.476290702819824,435642368
 10876265372701, 91, 7046650757320,4272822981447,13.701352834701538,435642368
 10876265372701, 91, 5200598939578,2166699171365,13.485323667526245,435642368
 10876265372701, 91, 917228446045,3713323648494,13.692063570022583,435642368
 10876265372701, 91, 9781205602716,665183539738,13.460594654083252,435642368
 10876265372701, 91, 4212592103001,3665639829929,13.717633724212646,435642368
 10876265372701, 91, 1072029208867,3747860074498,13.689230918884277,435642368
 10876265372701, 91, 4142758511556,1195963844634,13.493419885635376,435642368
 10876265372701, 91, 3217430791602,4466073985096,13.806346654891968,435642368
 10876265372701, 91, 2917599491846,310939887909,13.22863221168518,435642368
 10876265372701, 91, 7467652036870,3227112669458,13.621707201004028,435642368
 10876265372701, 91, 4421648638868,2105987995124,13.667019128799438,435642368
 10876265372701, 91, 9085862179586,1328692025281,13.576951742172241,435642368
 10876265372701, 91, 437946101401,1253079111880,13.587581396102905,435646464
 10876265372701, 91, 9361543660500,271600977539,13.296887636184692,435646464
 10876265372701, 2, 1719793964609,6123248476655,11.875441551208496,448581632
 10876265372701, 2, 9792928529775,2009352489625,11.266603231430054,448581632
 10876265372701, 2, 9119826180604,9343655652927,12.21409559249878,448581632
 10876265372701, 2, 9917201047368,5235546614616,11.683536052703857,448581632
 10876265372701, 2, 7418307557147,7343024576150,11.96142315864563,448581632
 10876265372701, 2, 8331259671208,3272472331213,11.420384407043457,448581632
 10876265372701, 2, 6700906952696,5816329606117,11.743595838546753,448581632
 10876265372701, 2, 8118368497238,6797169255346,11.875357866287231,448581632
 10876265372701, 2, 805447870105,8894216905371,12.197304487228394,448581632
 10876265372701, 2, 853613594603,2616966855223,11.331200361251831,448581632
 10876265372701, 2, 604862386229,8767330551855,12.16257619857788,448581632
 10876265372701, 2, 8782228394281,4477036881504,11.664961338043213,448581632
 10876265372701, 2, 6724031050944,9962740244954,12.327433824539185,448581632
 10876265372701, 2, 8922257443194,2793954132392,11.385627746582031,448581632
 10876265372701, 2, 822430683290,8915106265147,12.261192560195923,448581632
 10876265372701, 2, 8942490094154,7861581818461,12.086520433425903,448581632
 10876265372701, 2, 5585706287017,6461206982803,11.857359886169434,448581632
 10876265372701, 2, 8699006164707,4899788823499,11.681087493896484,448581632
 10876265372701, 2, 3415173701044,1962620305183,11.347314357757568,448581632
 10876265372701, 2, 5045062581809,3527211200611,11.520896673202515,448581632
 10876265372701, 2, 5713449008286,7394797092413,11.98531460762024,448585728
 10876265372701, 2, 10869754039067,5105745019625,11.67516827583313,448585728
 10876265372701, 2, 7200523217984,610072411345,11.079368829727173,448585728
 10876265372701, 2, 7998048996645,5301830718500,11.712767601013184,448585728
 10876265372701, 2, 7274665111460,3575531147447,11.459585189819336,448585728
 10876265372701, 2, 2639859462993,5820805597916,11.7468421459198,448585728
 10876265372701, 2, 19333344814,4558669479801,11.591254472732544,448585728
 10876265372701, 2, 2323666000411,8880581839306,12.187182188034058,448585728
 10876265372701, 2, 5907043730031,4603896651705,11.601444959640503,448585728
 10876265372701, 2, 1972394468510,1841380448905,11.211518287658691,448585728
 10876265372701, 2, 9434048920303,3350445648693,11.439401388168335,448585728
 10876265372701, 2, 6825285115097,9629536541423,12.244638204574585,448585728
 10876265372701, 2, 7119805296588,10387357605088,12.340533256530762,448585728
 10876265372701, 2, 4022410833971,9134958203661,12.225731134414673,448585728
 10876265372701, 2, 935301054692,1023464895813,11.134860754013062,448585728
 10876265372701, 2, 10793286904499,6976464487504,11.924312591552734,448585728
 10876265372701, 2, 1368289032541,3022605384269,11.411372900009155,448585728
 10876265372701, 2, 10028310610848,6099284250237,11.828725576400757,448585728
 10876265372701, 2, 9015265281196,7982724960082,12.114535093307495,448585728
 10876265372701, 2, 2251766010774,392852342154,11.048790693283081,448589824
 10876265372701, 2, 1315648025662,9280409859942,12.278179407119751,448589824
 10876265372701, 2, 1737517205129,9440829943564,12.258555889129639,448589824
 10876265372701, 2, 6793088352626,161602293755,11.011084079742432,448589824
 10876265372701, 2, 589279123289,2279790192857,11.281161546707153,448589824
 10876265372701, 2, 187949437554,10379807732680,12.413297176361084,448589824
 10876265372701, 2, 8178460931465,2487996362932,11.363470077514648,448589824
 10876265372701, 2, 7877990631907,6382848592269,11.88294506072998,448589824
 10876265372701, 2, 2107723734348,1600921241252,11.210988283157349,448589824
 10876265372701, 2, 1451968869802,7865471421725,12.043704509735107,448589824
 10876265372701, 2, 219652143181,2247478381722,11.299190282821655,448589824
Media del tiempo: 12.666544415950774
Media de la memoria: 421.6315234375
------------ Tamaño: 48 -----------
p,alpha,beta,resultado,tiempo,memoria
 149883250766927, 100, 59398595592256,32239190706826,56.3019437789917,1514385408
 149883250766927, 100, 90211689734312,24466119073603,55.87697458267212,1514414080
 149883250766927, 100, 127023714382877,2152271475384,55.09218978881836,1514414080
 149883250766927, 100, 110524618523893,1319021491625,55.01282715797424,1514414080
 149883250766927, 100, 20695102552419,40772795501282,56.51773285865784,1514414080
 149883250766927, 100, 50889997020647,44304862319861,56.635053873062134,1514414080
 149883250766927, 100, 68711002936307,59239681460087,57.388150691986084,1514418176
 149883250766927, 100, 47729928197509,69642530868698,57.62275218963623,1514418176
 149883250766927, 100, 91799193105104,69339009189291,57.74831438064575,1514418176
 149883250766927, 100, 132609770327729,339393614926,54.93607473373413,1514422272
 149883250766927, 100, 128915162639871,18115389664016,55.71618723869324,1514422272
 149883250766927, 100, 41978949479761,29787050849989,56.0970401763916,1514422272
 149883250766927, 100, 83790749989545,26577102188371,55.88960886001587,1514422272
 149883250766927, 100, 98354567421451,32169396395806,56.22477912902832,1514422272
 149883250766927, 100, 99365805873853,72334369387505,57.65866684913635,1514422272
 149883250766927, 100, 37249060362072,35214080129061,56.393630027770996,1514422272
 149883250766927, 100, 73365977245365,71870788073753,57.734699726104736,1514422272
 149883250766927, 100, 12619074304605,16121919690622,55.593061447143555,1514422272
 149883250766927, 100, 40902499546164,39201386911579,56.58385229110718,1514422272
 149883250766927, 100, 50486782309128,14727581502409,55.538076400756836,1514422272
 149883250766927, 100, 84924603505365,57326271153956,57.36570143699646,1514422272
 149883250766927, 100, 25315720850079,64663623229753,57.5304274559021,1514422272
 149883250766927, 100, 142875223229210,29628851384606,56.02652168273926,1514422272
 149883250766927, 100, 17607541975434,19673696136030,55.749077796936035,1514422272
 149883250766927, 100, 118043050418094,26976595706897,56.045387506484985,1514422272
 149883250766927, 100, 80132799326249,58256717301994,57.04499435424805,1514422272
 149883250766927, 100, 25077469692590,19431428617856,56.3880774974823,1514422272
 149883250766927, 100, 90354622760536,16075497444973,56.31221914291382,1514422272
 149883250766927, 100, 56910323697086,13869555584073,56.48002028465271,1514422272
 149883250766927, 100, 8018878625638,5570112046220,56.046520948410034,1514422272
 149883250766927, 100, 138450220374069,30932481784655,56.914844036102295,1514426368
 149883250766927, 100, 76235516642748,67498091199574,58.38538575172424,1514426368
 149883250766927, 100, 103344952081573,52070546481722,57.529356241226196,1514426368
